cell_id,mean_elevation_m
NGA_5km_026000,458.0705054012346
NGA_5km_026001,468.38199266975306
NGA_5km_026002,458.02098651960785
NGA_5km_026003,445.70225694444446
NGA_5km_026004,435.1921778549383
NGA_5km_026005,417.02001350308643
NGA_5km_026006,410.50733024691357
NGA_5km_026007,420.30121527777777
NGA_5km_026008,420.04918981481484
NGA_5km_026009,411.1725983796296
NGA_5km_026010,400.5770016339869
NGA_5km_026011,390.530574845679
NGA_5km_026012,391.00385802469134
NGA_5km_026013,393.39072145061726
NGA_5km_026014,392.78720582561726
NGA_5km_026015,388.17139274691357
NGA_5km_026016,384.8044463734568
NGA_5km_026017,382.0284047067901
NGA_5km_026018,379.4590482026144
NGA_5km_026019,377.3641975308642
NGA_5km_026020,374.21436149691357
NGA_5km_026021,371.7022810570988
NGA_5km_026022,370.62268518518516
NGA_5km_026023,370.0728443287037
NGA_5km_026024,369.9214891975309
NGA_5km_026025,368.073912377451
NGA_5km_026026,367.27502893518516
NGA_5km_026027,365.8651138117284
NGA_5km_026028,364.52290702160496
NGA_5km_026029,363.77440200617286
NGA_5km_026030,362.31995081018516
NGA_5km_026031,362.56819058641975
NGA_5km_026032,361.29436728395063
NGA_5km_026033,360.0183057598039
NGA_5km_026034,359.4484953703704
NGA_5km_026035,358.31037808641975
NGA_5km_026036,358.0896026234568
NGA_5km_026037,282.6119068287037
NGA_5km_026038,273.91599151234567
NGA_5km_026039,284.16651348039215
NGA_5km_026040,471.1208526234568
NGA_5km_026041,652.6405767746913
NGA_5km_026042,610.6509452160494
NGA_5km_026043,395.62989486882714
NGA_5km_026044,286.82185570987656
NGA_5km_026045,175.405574845679
NGA_5km_026046,200.8785686728395
NGA_5km_026047,226.547079248366
NGA_5km_026048,211.3155864197531
NGA_5km_026049,184.10326244212962
NGA_5km_026050,172.47190875771605
NGA_5km_026051,192.1524643132716
NGA_5km_026052,206.84999517746914
NGA_5km_026053,183.82813705632717
NGA_5km_026054,167.27568423202615
NGA_5km_026055,171.9786120756173
NGA_5km_026056,157.46508487654322
NGA_5km_026057,168.45097897376544
NGA_5km_026058,187.17915702160494
NGA_5km_026059,201.83153694058643
NGA_5km_026060,215.62620563271605
NGA_5km_026061,203.92375578703704
NGA_5km_026062,180.93716809640523
NGA_5km_026063,191.6471233603395
NGA_5km_026064,184.59343653549382
NGA_5km_026065,171.07942708333334
NGA_5km_026066,143.08821614583334
NGA_5km_026067,122.1395881558642
NGA_5km_026068,126.29025607638889
NGA_5km_026069,122.97409875408496
NGA_5km_026070,128.19401041666666
NGA_5km_026071,120.33711902006173
NGA_5km_026072,101.88339120370371
NGA_5km_026073,87.31969159915124
NGA_5km_026074,91.9220558449074
NGA_5km_026075,105.86085792824075
NGA_5km_026076,120.49065634645062
NGA_5km_026077,124.04355596405229
NGA_5km_026078,128.70570505401236
NGA_5km_026079,143.20867091049382
NGA_5km_026080,155.70838155864197
NGA_5km_026081,146.2236689814815
NGA_5km_026082,136.00065104166666
NGA_5km_026083,131.11277488425927
NGA_5km_026084,149.50022907021605
NGA_5km_026085,157.42649611928104
NGA_5km_026086,160.41403838734567
NGA_5km_026087,180.2089482060185
NGA_5km_026088,203.99980709876544
NGA_5km_026089,226.3628231095679
NGA_5km_026090,223.48972800925927
NGA_5km_026091,236.10508294753086
NGA_5km_026092,253.08210784313727
NGA_5km_026093,276.29007523148147
NGA_5km_026094,309.85783179012344
NGA_5km_026095,854.6559606481482
NGA_5km_026096,1147.3697916666667
NGA_5km_026097,956.377700617284
NGA_5km_026098,560.0374228395061
NGA_5km_026099,560.9402970679013
NGA_5km_026100,584.4323427287582
NGA_5km_026101,619.9707754629629
NGA_5km_026102,638.7348090277778
NGA_5km_026103,661.3426890432099
NGA_5km_026104,661.4141107253087
NGA_5km_026105,674.2332175925926
NGA_5km_026106,673.2269000771605
NGA_5km_026107,673.0718954248366
NGA_5km_026108,645.2941261574074
NGA_5km_026109,615.0686246141976
NGA_5km_026110,646.1409143518518
NGA_5km_026111,632.450424382716
NGA_5km_026112,591.7457561728395
NGA_5km_026113,584.6930941358024
NGA_5km_026114,593.8252797067901
NGA_5km_026115,564.6406760620915
NGA_5km_026116,569.8205054012345
