cell_id,mean_elevation_m
NGA_5km_014000,597.1414930555555
NGA_5km_014001,570.389949845679
NGA_5km_014002,520.8216911764706
NGA_5km_014003,545.1309799382716
NGA_5km_014004,534.4526427469136
NGA_5km_014005,506.28211805555554
NGA_5km_014006,515.5290316358024
NGA_5km_014007,561.220100308642
NGA_5km_014008,583.5238715277778
NGA_5km_014009,576.8506462191358
NGA_5km_014010,549.4485294117648
NGA_5km_014011,505.8681037808642
NGA_5km_014012,522.0968846450618
NGA_5km_014013,510.37770061728395
NGA_5km_014014,506.5301890432099
NGA_5km_014015,510.50824652777777
NGA_5km_014016,527.981674382716
NGA_5km_014017,531.1968954248366
NGA_5km_014018,532.8171296296297
NGA_5km_014019,568.9814332561729
NGA_5km_014020,590.1409625771605
NGA_5km_014021,602.7626832561729
NGA_5km_014022,593.89453125
NGA_5km_014023,594.7131076388889
NGA_5km_014024,598.2664930555555
NGA_5km_014025,566.9467933006536
NGA_5km_014026,539.3147183641976
NGA_5km_014027,544.1317033179013
NGA_5km_014028,546.4535108024692
NGA_5km_014029,568.0948591820987
NGA_5km_014030,566.8964120370371
NGA_5km_014031,537.2855902777778
NGA_5km_014032,512.800250771605
NGA_5km_014033,493.3950163398693
NGA_5km_014034,475.8136574074074
NGA_5km_014035,449.3504533179012
NGA_5km_014036,441.8487654320988
NGA_5km_014037,452.98283179012344
NGA_5km_014038,458.5706500771605
NGA_5km_014039,451.8908661265432
NGA_5km_014040,435.1462418300654
NGA_5km_014041,428.7719425154321
NGA_5km_014042,413.2098283179012
NGA_5km_014043,398.21535011574076
NGA_5km_014044,407.72950424382714
NGA_5km_014045,416.1863425925926
NGA_5km_014046,411.83955439814815
NGA_5km_014047,413.104118441358
NGA_5km_014048,427.0142463235294
NGA_5km_014049,434.84760802469134
NGA_5km_014050,432.45307677469134
NGA_5km_014051,416.6830150462963
NGA_5km_014052,404.0934124228395
NGA_5km_014053,387.2975983796296
NGA_5km_014054,358.11851369598764
NGA_5km_014055,366.49101307189545
NGA_5km_014056,357.7492766203704
NGA_5km_014057,371.07470100308643
NGA_5km_014058,401.56102912808643
NGA_5km_014059,401.0160831404321
NGA_5km_014060,393.5875048225309
NGA_5km_014061,384.1471354166667
NGA_5km_014062,358.47699652777777
NGA_5km_014063,345.40068423202615
NGA_5km_014064,353.0509259259259
NGA_5km_014065,1.9349572452498072
NGA_5km_014066,5.549885314187886
NGA_5km_014067,3.7707933967496143
NGA_5km_014068,5.812037338445216
NGA_5km_014069,4.349211892963927
NGA_5km_014070,3.4106309678819446
NGA_5km_014071,3.2935704360773532
NGA_5km_014072,3.105625670633198
NGA_5km_014073,3.4759687258873457
NGA_5km_014074,8.178007149402006
NGA_5km_014075,5.0554331084828315
NGA_5km_014076,4.605525640793789
NGA_5km_014077,8.592092255015432
NGA_5km_014078,10.418408362694036
NGA_5km_014079,12.223520537953318
NGA_5km_014080,14.127272617669753
NGA_5km_014081,16.498384452160494
NGA_5km_014082,19.704755618248456
NGA_5km_014083,22.24147617669753
NGA_5km_014084,21.938255027488427
NGA_5km_014085,18.161518614969136
NGA_5km_014086,19.498785679636438
NGA_5km_014087,20.135020314911266
NGA_5km_014088,20.49517596209491
