cell_id,mean_elevation_m
NGA_5km_027000,446.91743827160496
NGA_5km_027001,433.3268229166667
NGA_5km_027002,418.94324448529414
NGA_5km_027003,413.03785686728395
NGA_5km_027004,410.1593846450617
NGA_5km_027005,407.95134066358025
NGA_5km_027006,404.34606481481484
NGA_5km_027007,403.2411265432099
NGA_5km_027008,402.7108169367284
NGA_5km_027009,398.89781057098764
NGA_5km_027010,398.07827818627453
NGA_5km_027011,391.494140625
NGA_5km_027012,386.51273148148147
NGA_5km_027013,383.2858796296296
NGA_5km_027014,380.5921826774691
NGA_5km_027015,378.83043981481484
NGA_5km_027016,376.7393422067901
NGA_5km_027017,372.72178819444446
NGA_5km_027018,370.8058108660131
NGA_5km_027019,368.03865258487656
NGA_5km_027020,367.6981095679012
NGA_5km_027021,366.3148389274691
NGA_5km_027022,364.5158902391975
NGA_5km_027023,362.59736689814815
NGA_5km_027024,361.6078800154321
NGA_5km_027025,360.3650939542484
NGA_5km_027026,360.038459683642
NGA_5km_027027,359.8440875771605
NGA_5km_027028,358.6722125771605
NGA_5km_027029,357.47653838734567
NGA_5km_027030,356.6066984953704
NGA_5km_027031,355.5638020833333
NGA_5km_027032,354.28303433641975
NGA_5km_027033,353.8254953022876
NGA_5km_027034,353.89879918981484
NGA_5km_027035,353.11747685185185
NGA_5km_027036,351.92966338734567
NGA_5km_027037,351.4181616512346
NGA_5km_027038,351.5005787037037
NGA_5km_027039,352.1488233024691
NGA_5km_027040,353.09492442810455
NGA_5km_027041,353.195987654321
NGA_5km_027042,354.197337962963
NGA_5km_027043,355.0501302083333
NGA_5km_027044,651.2724729938271
NGA_5km_027045,373.95259452160496
NGA_5km_027046,606.9959008487655
NGA_5km_027047,467.0556037808642
NGA_5km_027048,597.3011642156863
NGA_5km_027049,473.5617766203704
NGA_5km_027050,351.60551697530866
NGA_5km_027051,225.16770351080248
NGA_5km_027052,284.53383005401236
NGA_5km_027053,259.0081500771605
NGA_5km_027054,235.6611689814815
NGA_5km_027055,259.1737642973856
NGA_5km_027056,237.36600597993828
NGA_5km_027057,217.3579764660494
NGA_5km_027058,199.6568889853395
NGA_5km_027059,183.49416473765433
NGA_5km_027060,161.2744743441358
NGA_5km_027061,165.54017168209876
NGA_5km_027062,164.3740837191358
NGA_5km_027063,186.53574346405227
NGA_5km_027064,162.0899643132716
NGA_5km_027065,144.49688946759258
NGA_5km_027066,163.08171778549382
NGA_5km_027067,143.948543595679
NGA_5km_027068,148.42362316743828
NGA_5km_027069,132.1048297646605
NGA_5km_027070,143.36194087009804
NGA_5km_027071,154.27759693287038
NGA_5km_027072,158.3003592785494
NGA_5km_027073,148.65651523919752
NGA_5km_027074,143.42891589506172
NGA_5km_027075,131.10841049382717
NGA_5km_027076,117.2315055941358
NGA_5km_027077,102.13869598765432
NGA_5km_027078,93.63181040645425
NGA_5km_027079,94.26839795524691
NGA_5km_027080,94.50324918016975
NGA_5km_027081,113.33991608796296
NGA_5km_027082,122.63230613425925
NGA_5km_027083,119.12106963734568
NGA_5km_027084,145.23732880015433
NGA_5km_027085,154.86304012345678
NGA_5km_027086,141.92505361519608
NGA_5km_027087,154.22685185185185
NGA_5km_027088,177.52219569830248
NGA_5km_027089,188.28667534722223
NGA_5km_027090,192.93338879243828
NGA_5km_027091,209.39477237654322
NGA_5km_027092,207.8716724537037
NGA_5km_027093,204.792764501634
NGA_5km_027094,233.10527584876544
NGA_5km_027095,237.66341145833334
NGA_5km_027096,230.91030092592592
NGA_5km_027097,237.55943769290124
NGA_5km_027098,250.94791666666666
NGA_5km_027099,278.2824074074074
NGA_5km_027100,312.12152777777777
NGA_5km_027101,351.5571895424837
NGA_5km_027102,376.17438271604937
NGA_5km_027103,431.1395158179012
NGA_5km_027104,506.7536651234568
NGA_5km_027105,596.9377893518518
NGA_5km_027106,671.7736304012345
NGA_5km_027107,698.0271026234568
NGA_5km_027108,706.3204656862745
NGA_5km_027109,666.808063271605
NGA_5km_027110,625.5485146604939
NGA_5km_027111,592.5265239197531
NGA_5km_027112,574.9527391975308
NGA_5km_027113,547.3725887345679
