cell_id,mean_elevation_m
NGA_5km_035000,314.547079248366
NGA_5km_035001,314.23830678104576
NGA_5km_035002,313.8873059640523
NGA_5km_035003,312.60237949346407
NGA_5km_035004,310.70334126297575
NGA_5km_035005,308.4516441993464
NGA_5km_035006,307.8914164624183
NGA_5km_035007,305.58070505401236
NGA_5km_035008,350.0815731095679
NGA_5km_035009,519.4796489197531
NGA_5km_035010,481.87254050925924
NGA_5km_035011,454.9860146604938
NGA_5km_035012,459.66431781045753
NGA_5km_035013,414.95167824074076
NGA_5km_035014,362.3595920138889
NGA_5km_035015,368.3875144675926
NGA_5km_035016,426.66411072530866
NGA_5km_035017,509.6608796296296
NGA_5km_035018,700.8014081790124
NGA_5km_035019,692.0884395424837
NGA_5km_035020,604.8621720679013
NGA_5km_035021,543.915268132716
NGA_5km_035022,292.47229456018516
NGA_5km_035023,191.67756558641975
NGA_5km_035024,169.7212818287037
NGA_5km_035025,176.59360532407408
NGA_5km_035026,167.76539592978395
NGA_5km_035027,183.83517156862746
NGA_5km_035028,178.89631558641975
NGA_5km_035029,189.16112075617283
NGA_5km_035030,231.8955439814815
NGA_5km_035031,195.18547453703704
NGA_5km_035032,218.19005594135803
NGA_5km_035033,239.4994212962963
NGA_5km_035034,254.81173406862746
NGA_5km_035035,294.81727430555554
NGA_5km_035036,348.18909143518516
NGA_5km_035037,307.86506558641975
NGA_5km_035038,333.09806616512344
NGA_5km_035039,458.18113425925924
NGA_5km_035040,556.1701388888889
NGA_5km_035041,606.6448688271605
NGA_5km_035042,646.5220588235294
NGA_5km_035043,658.0147569444445
NGA_5km_035044,595.5541087962963
NGA_5km_035045,538.9414544753087
NGA_5km_035046,488.8483796296296
NGA_5km_035047,461.8591820987654
NGA_5km_035048,384.9410686728395
NGA_5km_035049,346.24006558641975
NGA_5km_035050,337.0541002859477
NGA_5km_035051,348.58656442901236
NGA_5km_035052,391.2791521990741
NGA_5km_035053,415.352237654321
NGA_5km_035054,434.2169174382716
NGA_5km_035055,465.9006558641975
NGA_5km_035056,481.81153549382714
NGA_5km_035057,473.63219975490193
NGA_5km_035058,487.8746141975309
NGA_5km_035059,472.36472800925924
NGA_5km_035060,460.32040895061726
NGA_5km_035061,453.00438850308643
NGA_5km_035062,454.9826388888889
NGA_5km_035063,460.2693865740741
NGA_5km_035064,471.560619212963
NGA_5km_035065,487.86825980392155
NGA_5km_035066,487.9509066358025
NGA_5km_035067,476.2503858024691
NGA_5km_035068,452.49189814814815
NGA_5km_035069,437.1917438271605
NGA_5km_035070,427.4832175925926
NGA_5km_035071,414.14014274691357
NGA_5km_035072,402.8620812908497
NGA_5km_035073,397.8201919367284
NGA_5km_035074,406.16859567901236
NGA_5km_035075,403.0740981867284
NGA_5km_035076,395.96537422839504
NGA_5km_035077,388.6061680169753
NGA_5km_035078,376.66206114969134
NGA_5km_035079,380.0372299382716
NGA_5km_035080,372.9780943627451
NGA_5km_035081,365.95949074074076
NGA_5km_035082,363.4577546296296
NGA_5km_035083,358.10551697530866
NGA_5km_035084,347.065055941358
NGA_5km_035085,343.31761188271605
NGA_5km_035086,350.79378858024694
NGA_5km_035087,352.53853202160496
NGA_5km_035088,350.98524305555554
NGA_5km_035089,348.4884741512346
NGA_5km_035090,346.29533179012344
NGA_5km_035091,343.09182098765433
NGA_5km_035092,340.47612847222223
NGA_5km_035093,337.31944444444446
NGA_5km_035094,331.58641975308643
NGA_5km_035095,329.78048406862746
NGA_5km_035096,330.8884307484568
NGA_5km_035097,329.5188078703704
NGA_5km_035098,330.12138310185185
NGA_5km_035099,324.935619212963
NGA_5km_035100,318.8766878858025
NGA_5km_035101,316.1852816358025
NGA_5km_035102,315.1316550925926
NGA_5km_035103,315.27405024509807
NGA_5km_035104,314.1897665895062
NGA_5km_035105,314.46961805555554
NGA_5km_035106,313.4529320987654
NGA_5km_035107,313.0193383487654
NGA_5km_035108,311.4527391975309
NGA_5km_035109,310.0165171682099
NGA_5km_035110,308.75
NGA_5km_035111,308.7244164737654
