cell_id,longitude,latitude,trees,shrubland,grassland,cropland,built_up,bare_sparse_vegetation,snow_ice,permanent_water_bodies,herbaceous_wetland,mangroves,moss_lichen,fraction_sum,valid_pixel_count,mean_elevation_m,mean_slope_deg
NGA_5km_036723,13.18044348013366,11.230862305585436,0.0625992964637307,0.3942082761958538,0.5409268020664186,0.0020797458010528,0.000157822194009,2.805727893494569e-05,0.0,0.0,0.0,0.0,0.0,1.0,285131,355.6184413580247,0.0811347372737931
NGA_5km_035648,12.686370073867923,12.680887189856149,0.0,0.0466749437417552,0.9509936017268988,0.0019963740767651,0.0003350804545807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283514,305.3391033496732,0.0760723812128204
NGA_5km_006604,5.050690158851992,12.680887189856149,1.7635813398985587e-05,0.067227720676933,0.2872274385039187,0.6051623552981511,0.0083523212257595,0.0058445085604238,0.0,0.0237378048350346,0.0024302150863802,0.0,0.0,1.0000000000000002,283514,270.1731515522876,1.0788293975630616
NGA_5km_021483,8.37445671009422,8.443063207963188,0.0220163112149174,0.0221833915213706,0.0074281119577286,0.945716304601322,0.0015246077963847,0.0011312729082763,0.0,0.0,0.0,0.0,0.0,1.0,287287,176.32050540123456,1.030485176745756
NGA_5km_016837,7.341394133356771,4.561289513746817,0.0449242165124048,0.0,0.016027335261174,0.0,0.0261882304978873,0.0311736680451764,0.0,0.4267817843236837,0.0001623808487336,0.4547423845109399,0.0,1.0,289443,1.6919775071486929,0.1903749603072023
NGA_5km_016113,7.161731076532868,7.508967500186926,0.5684046260815286,0.0305515579213843,0.0507169732803911,0.0225131343956444,0.3248972656182269,0.0025176425710471,0.0,0.0001629878799438,0.0002358122518336,0.0,0.0,1.0,288365,332.45756172839504,1.635741999119888
NGA_5km_004775,4.60153251679223,9.90627931874005,0.0477448298271542,0.0584852328193732,0.0518502213417467,0.1052936839861779,0.0005520441355792,9.433665607999749e-05,0.0,0.7139433071636462,0.0220363440702423,0.0,0.0,1.0,286209,135.99932342728758,0.6509246826171875
NGA_5km_025088,9.31768775841972,9.773514306507735,0.0002096370135111,0.3451987882980619,0.3473860011390278,0.2831077988462976,0.0045351473922902,0.0191957625371668,0.0,0.0003668647736444,0.0,0.0,0.0,1.0,286209,824.0715663580247,1.193215075834298
NGA_5km_028094,10.260918806745217,8.57632701444211,0.0719907270429918,0.1029005837368206,0.1368979452603146,0.6669045240473812,0.0,0.0044450323195967,0.0,0.0113057674033283,0.0055554201895665,0.0,0.0,1.0,287287,102.78420380015432,0.1361223621132933
NGA_5km_029065,10.530413391981073,12.680887189856149,0.0089554660440048,0.1619849460696826,0.19523550865213,0.4158277898093216,0.001407337909239,3.879878947776829e-05,0.0,0.0,0.216550152726144,0.0,0.0,1.0,283514,343.6970996732026,0.073761160856758
NGA_5km_019637,7.970214832240436,5.366734112865408,0.9249489536799992,0.0002142045238613,0.073451422214391,6.909823350366048e-06,0.0013750548467228,3.454911675183024e-06,0.0,0.0,0.0,0.0,0.0,1.0,289443,77.68089313271605,2.6568692054277583
NGA_5km_015322,6.982068019708962,7.018860934907499,0.6785983042324831,0.1533611915454372,0.1212907252960657,0.0465035631924817,0.0002427479062993,0.0,0.0,0.0,3.46782723284726e-06,0.0,0.0,1.0,288365,35.98057725694444,0.2264623704299428
NGA_5km_036119,12.910948894897803,9.374903961081923,0.0063051878304295,0.351374726240462,0.1867632904152775,0.4282750010462148,0.0011857101008551,0.0007986106267524,0.0,0.0234456735530849,0.0018518001869237,0.0,0.0,1.0,286748,174.96912374614195,0.2217669074918017
NGA_5km_023568,8.868530116359958,11.274914583000474,9.487265980772474e-05,0.0920159386068477,0.2245916961826052,0.658739528869399,0.0239360206892674,0.0006219429920728,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,284592,604.1510898919753,0.6988310637297453
NGA_5km_028637,10.395666099363144,13.206179305522836,0.0,0.0,0.7164272462231646,0.2835727537768354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,282975,347.3843954248366,0.0732129414876302
NGA_5km_028236,10.305834570951191,8.39863167664305,0.0019144618447754,0.2249875559980089,0.1923894920410599,0.5806075457643401,9.05018326621114e-05,1.0442519153320548e-05,0.0,0.0,0.0,0.0,0.0,1.0,287287,143.87094907407408,0.603906042781877
NGA_5km_001465,3.613385704260757,10.215854302190971,0.052613155039031,0.5211852837189764,0.1636538663492841,0.2611719816571569,0.0013652116077992,1.0501627752301608e-05,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,285670,298.1018759645062,0.6525104663990162
NGA_5km_019724,7.970214832240436,9.24193105710793,0.5209033716015457,0.3031372494315566,0.171038682048349,0.0046277567759844,0.0002441167854701,4.882335709403378e-05,0.0,0.0,0.0,0.0,0.0,1.0,286748,672.0069926697531,8.206897876880786
NGA_5km_009129,5.634595093529679,10.745848827131825,0.1238106906570518,0.2181713165540658,0.378657191864739,0.2781286099345398,0.0008926383589456,0.0003395526306577,0.0,0.0,0.0,0.0,0.0,1.0,285670,421.51572145061726,2.3474497853973766
NGA_5km_015267,6.982068019708962,4.561289513746817,0.0005596956913796,0.0,0.0004456836060986,0.0,0.0021938689137412,0.0023493399391244,0.0,0.5806600954246605,0.0001692906720839,0.4136220257529116,0.0,1.0,289443,1.468354644247405,0.1403240877039292
NGA_5km_012480,6.3532473208252975,8.26530666107573,0.6591944640725128,0.3231994486349887,0.0175921639336273,1.0442519153320548e-05,0.0,3.480839717773516e-06,0.0,0.0,0.0,0.0,0.0,1.0,287287,232.313850308642,3.094488826798804
NGA_5km_005533,4.781195573616135,12.724703586411222,0.0003781252760844,0.2060146656065023,0.4489053803339518,0.3382807668521954,0.0026044703595724,0.0038165915716936,0.0,0.0,0.0,0.0,0.0,1.0,282975,266.6731047453704,0.7265366919246721
NGA_5km_023113,8.778698587948005,6.438980696183726,0.9132341539057957,0.0255586630853155,0.0178121452108658,0.0050743499570791,0.0382410766206075,7.961122033616703e-05,0.0,0.0,0.0,0.0,0.0,1.0,288904,119.33846932870372,0.7014649944540895
NGA_5km_000509,3.074396533789044,8.39863167664305,0.3986953812737784,0.195584902901976,0.3303108041784,0.0753427756912077,2.784671774218813e-05,3.8289236895508674e-05,0.0,0.0,0.0,0.0,0.0,1.0,287287,288.5446566358025,1.2676092077184606
NGA_5km_011808,6.218500028207369,6.795912286429887,0.7569702602230484,0.0184451811574099,0.1718637296787438,0.0034365810353437,0.0492669089496754,1.7338955778727182e-05,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,288368,305.1478587962963,2.990279021086516
NGA_5km_029030,10.530413391981073,11.1427375965508,0.0001788651532102,0.0452423622825999,0.0120295583433579,0.9396838646096004,0.0028653496112313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285131,461.2322048611111,0.4703251403055073
NGA_5km_003916,4.376953695762349,9.153254503639108,0.0352225647606958,0.4523170170323768,0.3190118152524167,0.1928417983734847,0.0004638218923933,0.0001429826886325,0.0,0.0,0.0,0.0,0.0,1.0,286748,254.46510898919752,1.118224909276138
NGA_5km_000471,3.074396533789044,6.706703679447866,0.5193348707367399,0.2656425016905658,0.1264577878730081,0.0106358261231425,0.0777174761153399,0.0002115374612036,0.0,0.0,0.0,0.0,0.0,1.0,288365,58.95273919753087,0.8753167611581308
NGA_5km_037524,13.62960112219342,10.701717489048734,0.0080804963332643,0.1291792193763568,0.551346574030884,0.3012790612034468,0.0100900989369798,0.0,0.0,0.0,2.455011906807748e-05,0.0,0.0,1.0,285131,942.808449074074,2.34743207766686
NGA_5km_029633,10.710076448804974,12.198414492008569,0.0,0.0092623291971472,0.2961864317106034,0.6944912773266929,0.0,1.7635813398985587e-05,0.0,0.0,4.232595215756541e-05,0.0,0.0,1.0,283514,357.1446589052288,0.2718473446914573
NGA_5km_021104,8.28462518168227,8.798329168372588,0.4921080530640144,0.2712869836929987,0.1511885000069747,0.0765933851325902,0.0006033171983762,0.0073827890691478,0.0,0.0008369718358977,0.0,0.0,0.0,1.0,286748,288.24370659722223,2.232630411783854
NGA_5km_012307,6.308331556619321,10.03899062598278,0.4826478104106136,0.2037770854482444,0.2549340147722897,0.0580494976721391,0.0005915916967129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285670,287.39910130718954,3.776058022492852
NGA_5km_009779,5.769342386147607,11.31896010899377,0.0004278735037579,0.0216567121779112,0.028046757455345,0.9496056198729708,0.0,0.0002630369900151,0.0,0.0,0.0,0.0,0.0,1.0,285131,428.921772875817,0.6610604080499387
NGA_5km_015808,7.071899548120915,11.31896010899377,0.0008978329259182,0.0175568422935422,0.0785884382967828,0.8962617182979051,0.0057482350217969,0.0009469331640544,0.0,0.0,0.0,0.0,0.0,1.0,285131,677.0099571078431,0.7253397523967269
NGA_5km_020525,8.14987788906434,9.463524311750245,0.2632904152775259,0.3580181901879001,0.1413261818739799,0.2246746271987947,0.0122755869264999,0.0004149985352992,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,286748,687.2565104166666,4.151375099464699
NGA_5km_013586,6.577826141855178,10.613435563837127,0.0277382994364126,0.1464942066020233,0.1509784016522561,0.6746315678930234,7.001085168201071e-05,8.751356460251338e-05,0.0,0.0,0.0,0.0,0.0,1.0,285670,458.0542052469136,1.003980095003858
NGA_5km_036271,12.95586465910378,11.803008168103036,0.0,0.0039214032720526,0.6783149210097262,0.3176688030584134,0.0,1.7569011075504582e-05,0.0,0.0,7.730364873222017e-05,0.0,0.0,1.0,284592,338.10855516975306,0.0576057669557171
