cell_id,longitude,latitude,trees,shrubland,grassland,cropland,built_up,bare_sparse_vegetation,snow_ice,permanent_water_bodies,herbaceous_wetland,mangroves,moss_lichen,fraction_sum,valid_pixel_count
NGA_5km_033732,11.967717846572304,8.087469967125001,0.31266642764900604,0.14531809653760874,0.1441798619498968,0.3904388294632197,0.0006300319889170063,0.006766752411351715,0.0,0.0,0.0,0.0,0.0,1.0,287287
NGA_5km_003930,4.376953695762349,9.773514306507737,0.0010062576648533065,0.33600969920582513,0.3262406143762076,0.33665607999748437,8.73487556296273e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,286209
NGA_5km_037902,13.899095707429275,11.274914583000474,0.0001089278686681284,0.05549699218530387,0.8660714285714286,0.07829454095687861,0.0,2.8110417720807333e-05,0.0,0.0,0.0,0.0,0.0,1.0,284592
NGA_5km_020257,8.104962124858364,6.3497080263904415,0.15469977285731626,0.14594350909437692,0.07173200631144556,0.235281674266988,0.3871447644478352,0.0051878695403395,0.0,0.0,1.0403481698541779e-05,0.0,0.0,1.0,288365
NGA_5km_010882,5.993921207177489,12.943671604480109,9.170622967472506e-05,0.15770297057640892,0.5919989841771482,0.24917288035158758,0.0007548128134765832,0.00027864585170397227,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_019001,7.790551775416532,12.63706325235655,2.4690138758579824e-05,0.010807226450898369,0.16524051722313537,0.8088912716832326,0.012045260551507156,0.0029910339524679558,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_023292,8.823614352153982,6.572860205594991,0.6852495968650841,0.07865725729544154,0.16964957605812078,0.05884902814141799,0.007376068524266121,0.00021847311566937735,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,288365
NGA_5km_008537,5.499847800911752,12.417831303521506,0.00013403218183229046,0.06612724592083637,0.5801653533864289,0.3535733685109025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,283514
NGA_5km_018636,7.745636011210555,5.322013604870001,0.8237303741035085,0.0013499293883089192,0.14711807382383074,0.0,0.027483177803007228,0.0003184448813446681,0.0,0.0,0.0,0.0,0.0,1.0,288904
NGA_5km_003615,4.287122167350398,10.392619644895582,0.00934644869954843,0.19983197395596317,0.3521055763643365,0.4244827948331992,0.005786396891518186,0.002691917247173312,0.0,0.004956768299086358,0.0007981237091749221,0.0,0.0,0.9999999999999999,285670
NGA_5km_012958,6.44307884923725,10.657579726196671,0.0021808380298946337,0.020443168691147127,0.06489655896663983,0.9000490075961775,0.00928343893303462,0.0031469877831063814,0.0,0.0,0.0,0.0,0.0,1.0,285670
NGA_5km_005640,4.826111337822111,9.684974803628565,0.024586927734627492,0.06317062007134647,0.13772802392657113,0.7623729512349368,0.011033894811134521,0.0011075822213836742,0.0,0.0,0.0,0.0,0.0,1.0,286209
NGA_5km_018189,7.610888718592628,11.978815882455384,0.005967196262669291,0.005393359689917022,0.02539666893150222,0.9351423853999078,0.021341087754749993,0.006734658672853305,0.0,2.464328840040415e-05,0.0,0.0,0.0,0.9999999999999999,284053
NGA_5km_033920,12.012633610778282,10.657579726196671,0.012003360520880737,0.02595302271852137,0.40302446879266285,0.5527566772849791,0.005513354569958343,0.0007491161129975146,0.0,0.0,0.0,0.0,0.0,1.0,285670
NGA_5km_014001,6.66765767026713,10.613435563837127,0.7085903315013827,0.2313683620961249,0.05900164525501453,0.0008961389015297371,0.0,0.00014352224594812196,0.0,0.0,0.0,0.0,0.0,1.0,285670
NGA_5km_037009,13.315190772751588,12.154509215638878,0.0,0.002418562733011093,0.9695901821139012,0.02789268199948601,1.0561409314458922e-05,3.168422794337676e-05,0.0,0.0,5.6327516343780915e-05,0.0,0.0,1.0,284053
NGA_5km_017936,7.565972954386651,9.552121820257485,0.09328847101244196,0.40581882470502323,0.14063499051392514,0.3589859158866423,0.0001257822081066633,0.00114601567386071,0.0,0.0,0.0,0.0,0.0,1.0,286209
NGA_5km_005100,4.691364045204182,9.020198264315193,0.06194154277777971,0.2618357252503594,0.27250101814561745,0.40294200572946215,0.0007623038981923999,1.7404198588867577e-05,0.0,0.0,0.0,0.0,0.0,1.0,287287
NGA_5km_021141,8.28462518168227,10.436795425212544,0.005845378726734659,0.03356987376357837,0.053432980793755615,0.8953631786561569,0.011606902648064875,0.0001712035610340695,0.0,1.0481850675555276e-05,0.0,0.0,0.0,1.0,286209
NGA_5km_013314,6.532910377649202,7.820568321819245,0.24684357910682148,0.4440495299243293,0.14438236990403924,0.1602634925267349,0.0042873124735083,0.00017371606456678687,0.0,0.0,0.0,0.0,0.0,1.0,287826
NGA_5km_000217,2.849817712759164,8.975835245678367,0.14273857184705735,0.35562235830764294,0.2510531895601713,0.25020575557632485,0.00038012470880354875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,286748
NGA_5km_022584,8.643951295330076,6.9742796395714475,0.09645414665441368,0.3571619301926378,0.1252197735508817,0.4203977597836076,0.0007559863367607026,1.0403481698541779e-05,0.0,0.0,0.0,0.0,0.0,1.0,288365
NGA_5km_023941,9.003277408977885,6.572860205594991,0.9440015258439824,0.02702824545281154,0.022204497771921003,0.00014911657101243216,0.006606210878574029,1.0403481698541779e-05,0.0,0.0,0.0,0.0,0.0,1.0,288365
NGA_5km_037794,13.809264179017324,11.362998858574883,0.0016901388654635408,0.021813684151346487,0.41162084668578175,0.5646399055489965,0.0,0.0,0.0,0.0,0.0002354247484117614,0.0,0.0,1.0,284592
NGA_5km_014565,6.802404962885059,8.487489625446269,0.6085586886980615,0.22629983257160957,0.08519703293222457,0.05993657910034217,0.0017230156602978902,0.005854772405295053,0.0,0.007205338215791178,0.005224740416378047,0.0,0.0,1.0,287287
NGA_5km_021382,8.329540945888246,12.417831303521506,0.003911623411895004,0.08936772081801957,0.09462319321091728,0.705894594270477,0.011865375254837504,0.02193895186833807,0.0,0.06926994786853559,0.0031285932969800432,0.0,0.0,1.0,283514
NGA_5km_020274,8.104962124858364,7.108010687907096,0.7013680578433582,0.1560244828602639,0.06525410504048688,0.04581346557314515,0.03076309538258804,0.0007767933001577861,0.0,0.0,0.0,0.0,0.0,1.0,288365
NGA_5km_036431,13.04569618751573,10.657579726196671,7.701193685021179e-05,0.18455910666153252,0.6868379598837819,0.12837189764413484,0.00012952007561171981,2.450379808870375e-05,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,285670
