cell_id,mean_slope_deg
NGA_5km_017000,0.6547134776174286
NGA_5km_017001,0.6605998380684558
NGA_5km_017002,0.5890255209840374
NGA_5km_017003,0.49399604326413
NGA_5km_017004,0.5660241209430459
NGA_5km_017005,0.6157276427823734
NGA_5km_017006,0.6460901896158854
NGA_5km_017007,0.555511474609375
NGA_5km_017008,0.6034527060426311
NGA_5km_017009,0.5110102053041812
NGA_5km_017010,0.5083784409511236
NGA_5km_017011,0.43384486068913963
NGA_5km_017012,0.5535353616951337
NGA_5km_017013,0.577911471143181
NGA_5km_017014,0.8029727700315876
NGA_5km_017015,1.5380335678288966
NGA_5km_017016,1.310387693805459
NGA_5km_017017,0.889434720263069
NGA_5km_017018,0.9023704999758874
NGA_5km_017019,0.8474965036651234
NGA_5km_017020,0.5442380718156403
NGA_5km_017021,0.52616806972174
NGA_5km_017022,0.4165620215145158
NGA_5km_017023,0.5044284396701388
NGA_5km_017024,0.43329234182098764
NGA_5km_017025,0.48036796664014275
NGA_5km_017026,0.5468873388973283
NGA_5km_017027,0.5232503055747039
NGA_5km_017028,0.5872600225754726
NGA_5km_017029,0.5413761374391155
NGA_5km_017030,0.599193290427879
NGA_5km_017031,0.13269177189579717
NGA_5km_017032,0.21714215219756702
NGA_5km_017033,0.13192708992663724
NGA_5km_017034,0.15741856892903647
NGA_5km_017035,0.2512288505648389
NGA_5km_017036,0.21926663245683836
NGA_5km_017037,0.3999508516288098
NGA_5km_017038,0.2521043942298418
NGA_5km_017039,0.30795648362901473
NGA_5km_017040,0.4675395635910976
NGA_5km_017041,0.3621299178512008
NGA_5km_017042,0.42432139278237335
NGA_5km_017043,0.2833842524775752
NGA_5km_017044,0.23582463205596546
NGA_5km_017045,0.30901468536000193
NGA_5km_017046,0.7596349833924093
NGA_5km_017047,0.5067694864155333
NGA_5km_017048,0.18866879263041933
NGA_5km_017049,0.23331804628725406
NGA_5km_017050,0.2488889008565666
NGA_5km_017051,0.20203460881739488
NGA_5km_017052,0.24288342322832274
NGA_5km_017053,0.5177726745605469
