cell_id,mean_slope_deg
NGA_5km_024000,2.999463249655331
NGA_5km_024001,1.5453834284364787
NGA_5km_024002,1.552778356215533
NGA_5km_024003,1.1795143206639274
NGA_5km_024004,1.2771614423764297
NGA_5km_024005,1.5686683405458537
NGA_5km_024006,2.413342444725286
NGA_5km_024007,1.3303487939772263
NGA_5km_024008,1.338487313463797
NGA_5km_024009,1.4080156313827614
NGA_5km_024010,1.6434736944812391
NGA_5km_024011,1.6492025337967218
NGA_5km_024012,1.5514378765829249
NGA_5km_024013,3.084487416385825
NGA_5km_024014,1.5546016319125306
NGA_5km_024015,1.6768934461805556
NGA_5km_024016,3.4008035098805145
NGA_5km_024017,10.0538960375817
NGA_5km_024018,2.5315739720750434
NGA_5km_024019,2.7472550136591094
NGA_5km_024020,0.931451336231107
NGA_5km_024021,0.9082032247306475
NGA_5km_024022,0.8890872531467013
NGA_5km_024023,0.9086679695478452
NGA_5km_024024,0.9046779458039726
NGA_5km_024025,0.921505797143076
NGA_5km_024026,1.2912521626297577
NGA_5km_024027,2.55981405420241
NGA_5km_024028,3.7754049862132355
NGA_5km_024029,7.632644154667076
NGA_5km_024030,5.277928570516749
NGA_5km_024031,2.4653559666053924
NGA_5km_024032,0.8467576768663194
NGA_5km_024033,0.8445331085099481
NGA_5km_024034,1.0791584089690565
NGA_5km_024035,1.4924405166526247
NGA_5km_024036,3.5556285583895018
NGA_5km_024037,4.240196876276553
NGA_5km_024038,1.2128084469464868
NGA_5km_024039,1.9455247268178104
NGA_5km_024040,4.207760081571691
NGA_5km_024041,7.446243444528546
NGA_5km_024042,3.692855136846405
NGA_5km_024043,2.5258489870557597
NGA_5km_024044,2.8659811580882355
NGA_5km_024045,0.6671520557278902
NGA_5km_024046,0.5392381755355137
NGA_5km_024047,0.4894426632550807
NGA_5km_024048,0.3975795231063473
NGA_5km_024049,0.39617795258565663
NGA_5km_024050,0.4265989914439083
NGA_5km_024051,0.46757646947125203
NGA_5km_024052,0.4647505018446181
NGA_5km_024053,0.44917526743770425
NGA_5km_024054,0.43992385365604575
NGA_5km_024055,0.452160804100286
NGA_5km_024056,0.3154116303862997
NGA_5km_024057,0.19222244561887256
NGA_5km_024058,0.17466222227009293
NGA_5km_024059,0.2383961646385442
NGA_5km_024060,0.2359478520412071
NGA_5km_024061,0.25562331255744486
NGA_5km_024062,0.29845887227775225
NGA_5km_024063,0.26411846883935863
NGA_5km_024064,0.1981699986441325
NGA_5km_024065,0.18119370703603707
NGA_5km_024066,0.13914734086180044
NGA_5km_024067,0.11609662124534058
NGA_5km_024068,0.13865005892086651
NGA_5km_024069,0.14358682570114634
NGA_5km_024070,0.10251700956057878
NGA_5km_024071,0.09879543212045848
NGA_5km_024072,0.07594072429183261
NGA_5km_024073,0.06381438760196462
NGA_5km_024074,0.0683602912753236
NGA_5km_024075,0.0718339595919341
NGA_5km_024076,0.08502131194071053
NGA_5km_024077,0.08622692457211563
NGA_5km_024078,0.08583398582109439
NGA_5km_024079,0.07319832508126757
NGA_5km_024080,0.1023187201007519
NGA_5km_024081,0.09322703118417777
NGA_5km_024082,0.11302967944176369
NGA_5km_024083,0.07751292808383119
NGA_5km_024084,1.2060585769952512
NGA_5km_024085,1.1928414238823786
NGA_5km_024086,1.738139776535976
NGA_5km_024087,1.193437929506655
NGA_5km_024088,4.016916157286844
NGA_5km_024089,3.0761277940538196
NGA_5km_024090,8.622945903260032
NGA_5km_024091,8.562997057546976
NGA_5km_024092,3.39584199881848
NGA_5km_024093,3.066553751627604
NGA_5km_024094,8.552086347415123
NGA_5km_024095,9.850833845727237
NGA_5km_024096,7.282085654176312
NGA_5km_024097,8.782261977961033
NGA_5km_024098,4.988016764322917
NGA_5km_024099,5.607017367493873
NGA_5km_024100,3.5845329378858026
NGA_5km_024101,1.1070681913399403
NGA_5km_024102,0.9792647185149016
NGA_5km_024103,1.0371845386646412
NGA_5km_024104,1.162634767132041
NGA_5km_024105,0.9827330789448302
NGA_5km_024106,0.9105787865909529
NGA_5km_024107,1.001132341771344
NGA_5km_024108,1.0484214123384452
NGA_5km_024109,1.1826407350139854
NGA_5km_024110,0.9639165430893133
NGA_5km_024111,0.9428460391951196
NGA_5km_024112,0.9943030086564429
NGA_5km_024113,1.038750919294946
NGA_5km_024114,1.0971746507033804
NGA_5km_024115,2.78579259801794
NGA_5km_024116,1.1997839845257041
NGA_5km_024117,1.3643416416497878
NGA_5km_024118,1.4404772534782504
NGA_5km_024119,1.3914966347776814
NGA_5km_024120,1.0855577256944444
NGA_5km_024121,1.43333359706549
NGA_5km_024122,1.578436159620098
NGA_5km_024123,1.4364587289315682
NGA_5km_024124,1.3699418056158372
NGA_5km_024125,1.2747427857952354
NGA_5km_024126,0.7065031263563368
NGA_5km_024127,0.2300482620427638
NGA_5km_024128,1.0767441737798997
NGA_5km_024129,1.40780619702308
NGA_5km_024130,1.2251423023365162
NGA_5km_024131,0.9643355004581404
NGA_5km_024132,1.2172454080463928
NGA_5km_024133,0.8482323163821374
NGA_5km_024134,1.0322305184823495
NGA_5km_024135,1.1170121181158372
NGA_5km_024136,0.6821266456886574
NGA_5km_024137,0.8355558308121426
NGA_5km_024138,1.4415269074616608
NGA_5km_024139,0.9753129747178819
NGA_5km_024140,0.40034207002616223
NGA_5km_024141,0.28758790757921004
NGA_5km_024142,0.38240656440640675
NGA_5km_024143,0.3100454071421682
NGA_5km_024144,0.7812253222053434
NGA_5km_024145,0.8665639839920343
NGA_5km_024146,0.9606974095474055
NGA_5km_024147,1.1438875551576968
NGA_5km_024148,1.0284785517939814
NGA_5km_024149,1.1412994008005402
NGA_5km_024150,0.7161306687343267
NGA_5km_024151,0.8552777325665509
NGA_5km_024152,3.0122624814899917
NGA_5km_024153,6.339158046392747
NGA_5km_024154,4.977698055314429
NGA_5km_024155,8.84243435329861
NGA_5km_024156,4.414721830391589
NGA_5km_024157,2.431186252170139
NGA_5km_024158,1.7182660514925734
NGA_5km_024159,1.7035494203920718
NGA_5km_024160,1.0067860721762663
NGA_5km_024161,1.4724512924382716
NGA_5km_024162,1.6802419026692708
NGA_5km_024163,1.578065471884645
NGA_5km_024164,1.4841593989619501
NGA_5km_024165,1.355065616560571
NGA_5km_024166,1.6822053885754245
NGA_5km_024167,1.5836798973332822
NGA_5km_024168,2.3632799313392168
NGA_5km_024169,2.0721245282961998
NGA_5km_024170,3.2098411277488426
NGA_5km_024171,2.543551598066165
NGA_5km_024172,2.461828914689429
NGA_5km_024173,9.004671826774691
NGA_5km_024174,11.221086666907793
NGA_5km_024175,5.31402627782884
NGA_5km_024176,3.627139621310764
NGA_5km_024177,1.511579348717207
NGA_5km_024178,0.9830528541847512
NGA_5km_024179,1.1247503963517553
NGA_5km_024180,1.0277472601996527
NGA_5km_024181,1.09245224940924
NGA_5km_024182,2.141715344087577
NGA_5km_024183,2.9341267105800655
NGA_5km_024184,1.8823059458791473
NGA_5km_024185,3.979490680459105
NGA_5km_024186,8.890659661940587
NGA_5km_024187,4.5571364414544755
NGA_5km_024188,1.0928340958960263
NGA_5km_024189,0.8289193989318094
NGA_5km_024190,0.8981736127068015
NGA_5km_024191,1.1957615981867284
NGA_5km_024192,1.4902435114354262
NGA_5km_024193,2.5208672417534723
NGA_5km_024194,2.172375902717496
NGA_5km_024195,1.3313353738667053
